#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
250	 15 	 CH3 	 CH3 	 0.0001911929160798397 	 0.0001911929160798397
250	 2 	 FLi 	 LiF 	 0.006077950164782462 	 0.006077950164782462
250	 21 	 HN2O 	 HON2 	 0.006981046271377488 	 0.006981046271377488
250	 7 	 CO 	 OC 	 2.7714623049558983e-05 	 2.7714623049558983e-05
251	 15 	 CH3 	 CH3 	 0.00019085783092983043 	 0.00019085783092983043
251	 13 	 O3 	 O3 	 0.018179050012579443 	 0.018179050012579443
251	 23 	 HF2 	 HF2 	 0.002784104890425701 	 0.002784104890425701
251	 8 	 HLi 	 LiH 	 1.820258637382138e-05 	 1.820258637382138e-05
251	 1 	 N2 	 N2 	 0.00021036667349330266 	 0.00021036667349330266
251	 12 	 HN 	 NH 	 0.0017724300133418816 	 0.0017724300133418816
251	 2 	 FLi 	 LiF 	 0.006073087894569458 	 0.006073087894569458
251	 24 	 C 	 C 	 1.3311516346562151e-05 	 1.3311516346562151e-05
251	 10 	 NO 	 NO 	 0.000529427731323177 	 0.000529427731323177
251	 4 	 CO2 	 CO2 	 0.0022407413322982953 	 0.0022407413322982953
251	 5 	 F2 	 F2 	 0.00037889292691708245 	 0.00037889292691708245
251	 20 	 CH 	 CH 	 3.978918557909582e-07 	 3.978918557909582e-07
251	 19 	 HO 	 OH 	 4.5197940267652675e-07 	 4.5197940267652675e-07
251	 25 	 Li 	 Li 	 4.339684371141931e-05 	 4.339684371141931e-05
251	 0 	 H2 	 H2 	 1.2013268786684076e-05 	 1.2013268786684076e-05
251	 14 	 N2O 	 N2O 	 0.014619043292314086 	 0.014619043292314086
251	 22 	 CH4O 	 CH4O 	 0.00030454991691346533 	 0.00030454991691346533
251	 7 	 CO 	 OC 	 2.7609598998867515e-05 	 2.7609598998867515e-05
251	 16 	 CH2 	 CH2 	 0.004800983453262745 	 0.004800983453262745
251	 18 	 H3N 	 NH3 	 0.0006043385024298523 	 0.0006043385024298523
251	 17 	 H2O 	 OH2 	 1.6301035644021504e-06 	 1.6301035644021504e-06
251	 3 	 CHN 	 CNH 	 0.0019500587875439074 	 0.0019500587875439074
251	 11 	 NO2 	 NO2 	 0.016661076072571546 	 0.016661076072571546
251	 21 	 HN2O 	 HON2 	 0.0069810303216563206 	 0.0069810303216563206
251	 9 	 Na2 	 Na2 	 1.8784368263972193e-08 	 1.8784368263972193e-08
251	 6 	 C2H2 	 C2H2 	 0.03644441189500848 	 0.03644441189500848
252	 2 	 FLi 	 LiF 	 0.006078330404513978 	 0.006078330404513978
252	 19 	 HO 	 OH 	 1.064555960131799e-06 	 1.064555960131799e-06
252	 13 	 O3 	 O3 	 0.01758600477710488 	 0.01758600477710488
252	 9 	 Na2 	 Na2 	 1.96630270960301e-08 	 1.96630270960301e-08
252	 18 	 H3N 	 NH3 	 0.0006042406300163013 	 0.0006042406300163013
252	 12 	 HN 	 NH 	 0.0017718207584289211 	 0.0017718207584289211
252	 4 	 CO2 	 CO2 	 0.002241295035614104 	 0.002241295035614104
252	 15 	 CH3 	 CH3 	 0.00019118702281295766 	 0.00019118702281295766
252	 1 	 N2 	 N2 	 0.00021122695740415738 	 0.00021122695740415738
252	 6 	 C2H2 	 C2H2 	 0.014871868454146162 	 0.014871868454146162
252	 11 	 NO2 	 NO2 	 0.01704769969559084 	 0.01704769969559084
252	 20 	 CH 	 CH 	 3.9401537513278404e-07 	 3.9401537513278404e-07
252	 5 	 F2 	 F2 	 0.00037871121386122604 	 0.00037871121386122604
252	 3 	 CHN 	 CNH 	 0.0019545329002468694 	 0.0019545329002468694
252	 24 	 C 	 C 	 1.3161548654795334e-05 	 1.3161548654795334e-05
252	 16 	 CH2 	 CH2 	 0.004802481852167408 	 0.004802481852167408
252	 14 	 N2O 	 N2O 	 0.014620947024126665 	 0.014620947024126665
252	 22 	 CH4O 	 CH4O 	 0.0003045482794287153 	 0.0003045482794287153
252	 8 	 HLi 	 LiH 	 1.8116280208840913e-05 	 1.8116280208840913e-05
252	 25 	 Li 	 Li 	 4.146307759688834e-05 	 4.146307759688834e-05
252	 21 	 HN2O 	 HON2 	 0.006981021126859552 	 0.006981021126859552
252	 10 	 NO 	 NO 	 0.0005294962137337782 	 0.0005294962137337782
252	 17 	 H2O 	 OH2 	 1.6248273065909463e-06 	 1.6248273065909463e-06
252	 23 	 HF2 	 HF2 	 0.002784102810111853 	 0.002784102810111853
252	 7 	 CO 	 OC 	 2.7633231570201435e-05 	 2.7633231570201435e-05
252	 0 	 H2 	 H2 	 1.2727082838752542e-05 	 1.2727082838752542e-05
253	 5 	 F2 	 F2 	 0.00037885175340495467 	 0.00037885175340495467
253	 20 	 CH 	 CH 	 3.9934531207178506e-07 	 3.9934531207178506e-07
253	 6 	 C2H2 	 C2H2 	 0.039782084395510106 	 0.039782084395510106
253	 13 	 O3 	 O3 	 0.018179022267854332 	 0.018179022267854332
253	 19 	 HO 	 OH 	 4.5595050032533473e-07 	 4.5595050032533473e-07
253	 23 	 HF2 	 HF2 	 0.0027840977522631044 	 0.0027840977522631044
253	 17 	 H2O 	 OH2 	 1.6634331952563919e-06 	 1.6634331952563919e-06
253	 2 	 FLi 	 LiF 	 0.006067314284259978 	 0.006067314284259978
253	 22 	 CH4O 	 CH4O 	 0.00030454748582677666 	 0.00030454748582677666
253	 21 	 HN2O 	 HON2 	 0.006981006096321791 	 0.006981006096321791
253	 24 	 C 	 C 	 1.3176399555969162e-05 	 1.3176399555969162e-05
253	 12 	 HN 	 NH 	 0.0017717033482659537 	 0.0017717033482659537
253	 25 	 Li 	 Li 	 4.3519911525408195e-05 	 4.3519911525408195e-05
253	 14 	 N2O 	 N2O 	 0.014617642615777601 	 0.014617642615777601
253	 3 	 CHN 	 CNH 	 0.0019539949509604386 	 0.0019539949509604386
253	 8 	 HLi 	 LiH 	 1.7998621744375476e-05 	 1.7998621744375476e-05
253	 9 	 Na2 	 Na2 	 1.937960294947747e-08 	 1.937960294947747e-08
253	 10 	 NO 	 NO 	 0.0005294994966297476 	 0.0005294994966297476
253	 11 	 NO2 	 NO2 	 0.01666217101254686 	 0.01666217101254686
253	 16 	 CH2 	 CH2 	 0.004801736818259559 	 0.004801736818259559
253	 7 	 CO 	 OC 	 2.7699027054261806e-05 	 2.7699027054261806e-05
253	 15 	 CH3 	 CH3 	 0.0001911008671565461 	 0.0001911008671565461
253	 0 	 H2 	 H2 	 1.171020142439184e-05 	 1.171020142439184e-05
253	 1 	 N2 	 N2 	 0.0002103813540167915 	 0.0002103813540167915
253	 18 	 H3N 	 NH3 	 0.0006043119355709112 	 0.0006043119355709112
253	 4 	 CO2 	 CO2 	 0.0021693667396763673 	 0.0021693667396763673
254	 12 	 HN 	 NH 	 0.0017714677859717912 	 0.0017714677859717912
254	 24 	 C 	 C 	 1.3227102430190263e-05 	 1.3227102430190263e-05
254	 9 	 Na2 	 Na2 	 1.7703556847097648e-08 	 1.7703556847097648e-08
254	 16 	 CH2 	 CH2 	 0.004801729680189617 	 0.004801729680189617
254	 8 	 HLi 	 LiH 	 1.8025540940746272e-05 	 1.8025540940746272e-05
254	 6 	 C2H2 	 C2H2 	 0.02600742335898021 	 0.02600742335898021
254	 22 	 CH4O 	 CH4O 	 0.0003045467643569146 	 0.0003045467643569146
254	 25 	 Li 	 Li 	 4.22381542353058e-05 	 4.22381542353058e-05
254	 10 	 NO 	 NO 	 0.0005294355143208647 	 0.0005294355143208647
254	 17 	 H2O 	 OH2 	 3.0525824927928166e-07 	 3.0525824927928166e-07
254	 13 	 O3 	 O3 	 0.01758639249015939 	 0.01758639249015939
254	 21 	 HN2O 	 HON2 	 0.006980969106915147 	 0.006980969106915147
254	 15 	 CH3 	 CH3 	 0.0001913999392601552 	 0.0001913999392601552
254	 14 	 N2O 	 N2O 	 0.014617115621007955 	 0.014617115621007955
254	 5 	 F2 	 F2 	 0.00037879423399903326 	 0.00037879423399903326
254	 0 	 H2 	 H2 	 1.160019602959119e-05 	 1.160019602959119e-05
254	 2 	 FLi 	 LiF 	 0.006074048932474215 	 0.006074048932474215
254	 3 	 CHN 	 CNH 	 0.0019477356562178506 	 0.0019477356562178506
254	 19 	 HO 	 OH 	 4.549065946116575e-07 	 4.549065946116575e-07
254	 11 	 NO2 	 NO2 	 0.016660999426803682 	 0.016660999426803682
254	 18 	 H3N 	 NH3 	 0.000603976242985741 	 0.000603976242985741
254	 1 	 N2 	 N2 	 0.00021103699231302082 	 0.00021103699231302082
254	 7 	 CO 	 OC 	 2.7736742233508914e-05 	 2.7736742233508914e-05
254	 20 	 CH 	 CH 	 3.965570782236272e-07 	 3.965570782236272e-07
254	 23 	 HF2 	 HF2 	 0.00278408708006008 	 0.00278408708006008
254	 4 	 CO2 	 CO2 	 0.00223672110301874 	 0.00223672110301874
255	 0 	 H2 	 H2 	 1.282599957345022e-05 	 1.282599957345022e-05
255	 17 	 H2O 	 OH2 	 1.6459108818958747e-06 	 1.6459108818958747e-06
255	 23 	 HF2 	 HF2 	 0.002784084229862912 	 0.002784084229862912
255	 18 	 H3N 	 NH3 	 0.0006038493728729818 	 0.0006038493728729818
255	 6 	 C2H2 	 C2H2 	 0.029234044425849776 	 0.029234044425849776
255	 11 	 NO2 	 NO2 	 0.0170481894916715 	 0.0170481894916715
255	 7 	 CO 	 OC 	 2.7583627332043724e-05 	 2.7583627332043724e-05
255	 9 	 Na2 	 Na2 	 1.9184095444523025e-08 	 1.9184095444523025e-08
255	 22 	 CH4O 	 CH4O 	 0.000304543736058303 	 0.000304543736058303
255	 14 	 N2O 	 N2O 	 0.0148014771728439 	 0.0148014771728439
255	 21 	 HN2O 	 HON2 	 0.006980936526938499 	 0.006980936526938499
255	 10 	 NO 	 NO 	 0.0005460312863940556 	 0.0005460312863940556
255	 15 	 CH3 	 CH3 	 0.00019086650878558616 	 0.00019086650878558616
255	 25 	 Li 	 Li 	 4.5397908838041574e-05 	 4.5397908838041574e-05
255	 20 	 CH 	 CH 	 3.954532108840705e-07 	 3.954532108840705e-07
255	 4 	 CO2 	 CO2 	 0.002238782118042374 	 0.002238782118042374
255	 5 	 F2 	 F2 	 0.0003787551840698523 	 0.0003787551840698523
255	 8 	 HLi 	 LiH 	 1.7724354959414307e-05 	 1.7724354959414307e-05
255	 2 	 FLi 	 LiF 	 0.0060810245364064115 	 0.0060810245364064115
255	 19 	 HO 	 OH 	 4.555019197266926e-07 	 4.555019197266926e-07
255	 13 	 O3 	 O3 	 0.01818242707219551 	 0.01818242707219551
255	 16 	 CH2 	 CH2 	 0.004803701832332387 	 0.004803701832332387
255	 1 	 N2 	 N2 	 0.00021150047442079919 	 0.00021150047442079919
255	 12 	 HN 	 NH 	 0.0017711933448891432 	 0.0017711933448891432
255	 3 	 CHN 	 CNH 	 0.001950836681730859 	 0.001950836681730859
255	 24 	 C 	 C 	 1.3243959210948448e-05 	 1.3243959210948448e-05
256	 20 	 CH 	 CH 	 3.9238383857276127e-07 	 3.9238383857276127e-07
256	 6 	 C2H2 	 C2H2 	 0.03370064850709198 	 0.03370064850709198
256	 14 	 N2O 	 N2O 	 0.014800399244186392 	 0.014800399244186392
256	 18 	 H3N 	 NH3 	 0.0006045090871100115 	 0.0006045090871100115
256	 13 	 O3 	 O3 	 0.018179883838976306 	 0.018179883838976306
256	 12 	 HN 	 NH 	 0.0017718150821558912 	 0.0017718150821558912
256	 10 	 NO 	 NO 	 0.0005291818341686097 	 0.0005291818341686097
256	 25 	 Li 	 Li 	 4.0740040692705186e-05 	 4.0740040692705186e-05
256	 3 	 CHN 	 CNH 	 0.0019542652176056897 	 0.0019542652176056897
256	 0 	 H2 	 H2 	 1.1572875567671866e-05 	 1.1572875567671866e-05
256	 23 	 HF2 	 HF2 	 0.0027840674985138633 	 0.0027840674985138633
256	 1 	 N2 	 N2 	 0.0002122148004291334 	 0.0002122148004291334
256	 11 	 NO2 	 NO2 	 0.016663376477256353 	 0.016663376477256353
256	 7 	 CO 	 OC 	 2.7737249323265323e-05 	 2.7737249323265323e-05
256	 15 	 CH3 	 CH3 	 0.00019140744589025502 	 0.00019140744589025502
256	 16 	 CH2 	 CH2 	 0.004801022430063881 	 0.004801022430063881
256	 4 	 CO2 	 CO2 	 0.00223624280794304 	 0.00223624280794304
256	 17 	 H2O 	 OH2 	 2.8334033028254073e-07 	 2.8334033028254073e-07
256	 21 	 HN2O 	 HON2 	 0.00698087830099671 	 0.00698087830099671
256	 24 	 C 	 C 	 1.3319160730428947e-05 	 1.3319160730428947e-05
256	 2 	 FLi 	 LiF 	 0.0060846626538979195 	 0.0060846626538979195
256	 19 	 HO 	 OH 	 4.504316302384261e-07 	 4.504316302384261e-07
256	 5 	 F2 	 F2 	 0.0003788463913453432 	 0.0003788463913453432
256	 9 	 Na2 	 Na2 	 1.7919203853365255e-08 	 1.7919203853365255e-08
256	 22 	 CH4O 	 CH4O 	 0.00030453982199984633 	 0.00030453982199984633
256	 8 	 HLi 	 LiH 	 1.7838999842360877e-05 	 1.7838999842360877e-05
257	 5 	 F2 	 F2 	 0.0003788705455275542 	 0.0003788705455275542
257	 18 	 H3N 	 NH3 	 0.0006035610848122867 	 0.0006035610848122867
257	 24 	 C 	 C 	 1.319314084488666e-05 	 1.319314084488666e-05
257	 22 	 CH4O 	 CH4O 	 0.0003045390408976716 	 0.0003045390408976716
257	 25 	 Li 	 Li 	 4.362436704792211e-05 	 4.362436704792211e-05
257	 15 	 CH3 	 CH3 	 0.00019073135045357043 	 0.00019073135045357043
257	 2 	 FLi 	 LiF 	 0.00607493944066558 	 0.00607493944066558
257	 13 	 O3 	 O3 	 0.01817948177523106 	 0.01817948177523106
257	 10 	 NO 	 NO 	 0.0005292122981951794 	 0.0005292122981951794
257	 16 	 CH2 	 CH2 	 0.004800770860423186 	 0.004800770860423186
257	 19 	 HO 	 OH 	 4.555291957978051e-07 	 4.555291957978051e-07
257	 8 	 HLi 	 LiH 	 1.812058834003609e-05 	 1.812058834003609e-05
257	 17 	 H2O 	 OH2 	 2.9163257754849036e-07 	 2.9163257754849036e-07
257	 9 	 Na2 	 Na2 	 1.8986325281161036e-08 	 1.8986325281161036e-08
257	 6 	 C2H2 	 C2H2 	 0.004837568811410037 	 0.004837568811410037
257	 12 	 HN 	 NH 	 0.0017715033834821525 	 0.0017715033834821525
257	 7 	 CO 	 OC 	 2.7618342277076848e-05 	 2.7618342277076848e-05
257	 4 	 CO2 	 CO2 	 0.0022401604544201913 	 0.0022401604544201913
257	 23 	 HF2 	 HF2 	 0.0027840613818339794 	 0.0027840613818339794
257	 1 	 N2 	 N2 	 0.00021044465448329482 	 0.00021044465448329482
257	 14 	 N2O 	 N2O 	 0.01479866853096362 	 0.01479866853096362
257	 0 	 H2 	 H2 	 1.2583192519814592e-05 	 1.2583192519814592e-05
257	 3 	 CHN 	 CNH 	 0.001952558964335975 	 0.001952558964335975
257	 20 	 CH 	 CH 	 3.911583255098405e-07 	 3.911583255098405e-07
257	 21 	 HN2O 	 HON2 	 0.006980869102937511 	 0.006980869102937511
257	 11 	 NO2 	 NO2 	 0.017047827873743576 	 0.017047827873743576
258	 12 	 HN 	 NH 	 0.0017718603188728334 	 0.0017718603188728334
258	 10 	 NO 	 NO 	 0.0005458481371383208 	 0.0005458481371383208
258	 0 	 H2 	 H2 	 1.248916000303986e-05 	 1.248916000303986e-05
258	 21 	 HN2O 	 HON2 	 0.006980876334756452 	 0.006980876334756452
258	 7 	 CO 	 OC 	 2.4067658478896984e-05 	 2.4067658478896984e-05
258	 20 	 CH 	 CH 	 3.936495236464836e-07 	 3.936495236464836e-07
258	 18 	 H3N 	 NH3 	 0.0006044740995407719 	 0.0006044740995407719
258	 5 	 F2 	 F2 	 0.00037890171641556165 	 0.00037890171641556165
258	 22 	 CH4O 	 CH4O 	 0.0003045385163830232 	 0.0003045385163830232
258	 19 	 HO 	 OH 	 1.068979051760414e-06 	 1.068979051760414e-06
258	 4 	 CO2 	 CO2 	 0.0022369954762465434 	 0.0022369954762465434
258	 16 	 CH2 	 CH2 	 0.004803191022922555 	 0.004803191022922555
258	 23 	 HF2 	 HF2 	 0.0027840612430639687 	 0.0027840612430639687
258	 11 	 NO2 	 NO2 	 0.017045199776863865 	 0.017045199776863865
258	 3 	 CHN 	 CNH 	 0.001956231104983487 	 0.001956231104983487
258	 1 	 N2 	 N2 	 0.00021041538671745576 	 0.00021041538671745576
258	 13 	 O3 	 O3 	 0.01818146613600608 	 0.01818146613600608
258	 24 	 C 	 C 	 1.3191629801973295e-05 	 1.3191629801973295e-05
258	 15 	 CH3 	 CH3 	 0.00019102379599904016 	 0.00019102379599904016
258	 9 	 Na2 	 Na2 	 1.8950899982690796e-08 	 1.8950899982690796e-08
258	 25 	 Li 	 Li 	 4.286443805502989e-05 	 4.286443805502989e-05
258	 17 	 H2O 	 OH2 	 1.6755274292347302e-06 	 1.6755274292347302e-06
258	 14 	 N2O 	 N2O 	 0.014797460493310365 	 0.014797460493310365
258	 8 	 HLi 	 LiH 	 1.7735780883504234e-05 	 1.7735780883504234e-05
258	 6 	 C2H2 	 C2H2 	 0.042794512933425885 	 0.042794512933425885
258	 2 	 FLi 	 LiF 	 0.006066912515275722 	 0.006066912515275722
259	 7 	 CO 	 OC 	 2.7612982181344667e-05 	 2.7612982181344667e-05
259	 0 	 H2 	 H2 	 1.281716404008388e-05 	 1.281716404008388e-05
259	 3 	 CHN 	 CNH 	 0.001953099539821053 	 0.001953099539821053
259	 23 	 HF2 	 HF2 	 0.002784058092217084 	 0.002784058092217084
259	 2 	 FLi 	 LiF 	 0.006076214042019524 	 0.006076214042019524
259	 4 	 CO2 	 CO2 	 0.0021718321426906014 	 0.0021718321426906014
259	 22 	 CH4O 	 CH4O 	 0.00030453716829985714 	 0.00030453716829985714
259	 19 	 HO 	 OH 	 4.552455746752038e-07 	 4.552455746752038e-07
259	 25 	 Li 	 Li 	 4.403057741919113e-05 	 4.403057741919113e-05
259	 16 	 CH2 	 CH2 	 0.004801149183332112 	 0.004801149183332112
259	 15 	 CH3 	 CH3 	 0.0001913379130316152 	 0.0001913379130316152
259	 5 	 F2 	 F2 	 0.0003789214503963382 	 0.0003789214503963382
259	 20 	 CH 	 CH 	 3.9755181423886866e-07 	 3.9755181423886866e-07
259	 18 	 H3N 	 NH3 	 0.0006047034466786174 	 0.0006047034466786174
259	 11 	 NO2 	 NO2 	 0.01666205626238678 	 0.01666205626238678
259	 10 	 NO 	 NO 	 0.0005293812164789936 	 0.0005293812164789936
259	 17 	 H2O 	 OH2 	 1.6288511771156547e-06 	 1.6288511771156547e-06
259	 21 	 HN2O 	 HON2 	 0.00698085468658118 	 0.00698085468658118
259	 12 	 HN 	 NH 	 0.0017714463177370518 	 0.0017714463177370518
259	 8 	 HLi 	 LiH 	 1.808023131291372e-05 	 1.808023131291372e-05
259	 9 	 Na2 	 Na2 	 1.965744853258747e-08 	 1.965744853258747e-08
259	 24 	 C 	 C 	 1.3229770631697048e-05 	 1.3229770631697048e-05
259	 13 	 O3 	 O3 	 0.018182663214131787 	 0.018182663214131787
259	 1 	 N2 	 N2 	 0.00021116575028248683 	 0.00021116575028248683
259	 6 	 C2H2 	 C2H2 	 0.05018744783055244 	 0.05018744783055244
259	 14 	 N2O 	 N2O 	 0.01461881651651924 	 0.01461881651651924
260	 17 	 H2O 	 OH2 	 1.6334497902034409e-06 	 1.6334497902034409e-06
260	 8 	 HLi 	 LiH 	 1.821747566820762e-05 	 1.821747566820762e-05
260	 11 	 NO2 	 NO2 	 0.016662769401926403 	 0.016662769401926403
260	 20 	 CH 	 CH 	 3.948381692272873e-07 	 3.948381692272873e-07
260	 2 	 FLi 	 LiF 	 0.0060715183003767475 	 0.0060715183003767475
260	 14 	 N2O 	 N2O 	 0.014622127708589247 	 0.014622127708589247
260	 21 	 HN2O 	 HON2 	 0.006980832211526104 	 0.006980832211526104
260	 5 	 F2 	 F2 	 0.0003786792233893714 	 0.0003786792233893714
260	 3 	 CHN 	 CNH 	 0.0019517807732141266 	 0.0019517807732141266
260	 15 	 CH3 	 CH3 	 0.00019082603025234718 	 0.00019082603025234718
260	 7 	 CO 	 OC 	 2.410676185096844e-05 	 2.410676185096844e-05
260	 9 	 Na2 	 Na2 	 1.934459221613327e-08 	 1.934459221613327e-08
260	 22 	 CH4O 	 CH4O 	 0.00030453596590738536 	 0.00030453596590738536
260	 12 	 HN 	 NH 	 0.0017714405025030394 	 0.0017714405025030394
260	 23 	 HF2 	 HF2 	 0.002784051105824682 	 0.002784051105824682
260	 1 	 N2 	 N2 	 0.00021201865515164354 	 0.00021201865515164354
260	 4 	 CO2 	 CO2 	 0.002239742167561663 	 0.002239742167561663
260	 25 	 Li 	 Li 	 4.601250056648614e-05 	 4.601250056648614e-05
260	 19 	 HO 	 OH 	 4.522344742426906e-07 	 4.522344742426906e-07
260	 6 	 C2H2 	 C2H2 	 0.04412211418743221 	 0.04412211418743221
260	 0 	 H2 	 H2 	 1.2825071364599551e-05 	 1.2825071364599551e-05
260	 24 	 C 	 C 	 1.3242893681492674e-05 	 1.3242893681492674e-05
260	 13 	 O3 	 O3 	 0.01818100706814074 	 0.01818100706814074
260	 18 	 H3N 	 NH3 	 0.0006042223390127409 	 0.0006042223390127409
260	 16 	 CH2 	 CH2 	 0.004803471404952255 	 0.004803471404952255
260	 10 	 NO 	 NO 	 0.0005460614300667212 	 0.0005460614300667212
261	 23 	 HF2 	 HF2 	 0.0027840479756936353 	 0.0027840479756936353
261	 12 	 HN 	 NH 	 0.0017716115118461182 	 0.0017716115118461182
261	 19 	 HO 	 OH 	 4.5699970806960237e-07 	 4.5699970806960237e-07
261	 7 	 CO 	 OC 	 2.7655022166227877e-05 	 2.7655022166227877e-05
261	 13 	 O3 	 O3 	 0.017584087554560646 	 0.017584087554560646
261	 8 	 HLi 	 LiH 	 1.7925685778892503e-05 	 1.7925685778892503e-05
261	 5 	 F2 	 F2 	 0.00037888667252239307 	 0.00037888667252239307
261	 6 	 C2H2 	 C2H2 	 0.033208561571406475 	 0.033208561571406475
261	 1 	 N2 	 N2 	 0.0002091597080894843 	 0.0002091597080894843
261	 20 	 CH 	 CH 	 3.902029349739126e-07 	 3.902029349739126e-07
261	 2 	 FLi 	 LiF 	 0.006078780518320321 	 0.006078780518320321
261	 3 	 CHN 	 CNH 	 0.0019493414189993234 	 0.0019493414189993234
261	 11 	 NO2 	 NO2 	 0.017049384725779864 	 0.017049384725779864
261	 18 	 H3N 	 NH3 	 0.0006038518895385154 	 0.0006038518895385154
261	 22 	 CH4O 	 CH4O 	 0.0003045342311657967 	 0.0003045342311657967
261	 21 	 HN2O 	 HON2 	 0.00698081106364095 	 0.00698081106364095
261	 15 	 CH3 	 CH3 	 0.00019097807780858435 	 0.00019097807780858435
261	 14 	 N2O 	 N2O 	 0.014617357338103243 	 0.014617357338103243
261	 4 	 CO2 	 CO2 	 0.002237029388779138 	 0.002237029388779138
261	 0 	 H2 	 H2 	 1.115622852606313e-05 	 1.115622852606313e-05
261	 24 	 C 	 C 	 1.322677762308527e-05 	 1.322677762308527e-05
261	 9 	 Na2 	 Na2 	 1.8877727313706266e-08 	 1.8877727313706266e-08
261	 17 	 H2O 	 OH2 	 1.6397553647872392e-06 	 1.6397553647872392e-06
261	 16 	 CH2 	 CH2 	 0.004801657473263469 	 0.004801657473263469
261	 25 	 Li 	 Li 	 4.413807301408954e-05 	 4.413807301408954e-05
261	 10 	 NO 	 NO 	 0.0005460324424402597 	 0.0005460324424402597
262	 18 	 H3N 	 NH3 	 0.0006041857769193909 	 0.0006041857769193909
262	 7 	 CO 	 OC 	 2.39853575359463e-05 	 2.39853575359463e-05
262	 11 	 NO2 	 NO2 	 0.016662570530568268 	 0.016662570530568268
262	 25 	 Li 	 Li 	 3.976938685679861e-05 	 3.976938685679861e-05
262	 1 	 N2 	 N2 	 0.00021196986888134773 	 0.00021196986888134773
262	 14 	 N2O 	 N2O 	 0.014798225867202773 	 0.014798225867202773
262	 15 	 CH3 	 CH3 	 0.0001914618595952715 	 0.0001914618595952715
262	 20 	 CH 	 CH 	 3.9530809526302865e-07 	 3.9530809526302865e-07
262	 3 	 CHN 	 CNH 	 0.001950968464499131 	 0.001950968464499131
262	 5 	 F2 	 F2 	 0.0003789391442732635 	 0.0003789391442732635
262	 8 	 HLi 	 LiH 	 1.776307967793132e-05 	 1.776307967793132e-05
262	 4 	 CO2 	 CO2 	 0.002238572831488532 	 0.002238572831488532
262	 6 	 C2H2 	 C2H2 	 0.04450917198036245 	 0.04450917198036245
262	 22 	 CH4O 	 CH4O 	 0.0003045348863978571 	 0.0003045348863978571
262	 17 	 H2O 	 OH2 	 1.6704932144372338e-06 	 1.6704932144372338e-06
262	 10 	 NO 	 NO 	 0.0005292312998691011 	 0.0005292312998691011
262	 19 	 HO 	 OH 	 4.5332494744715683e-07 	 4.5332494744715683e-07
262	 9 	 Na2 	 Na2 	 1.7774622334996274e-08 	 1.7774622334996274e-08
262	 16 	 CH2 	 CH2 	 0.004802494904530365 	 0.004802494904530365
262	 21 	 HN2O 	 HON2 	 0.006980797188792346 	 0.006980797188792346
262	 2 	 FLi 	 LiF 	 0.006077587638122975 	 0.006077587638122975
262	 24 	 C 	 C 	 1.3254998541123623e-05 	 1.3254998541123623e-05
262	 23 	 HF2 	 HF2 	 0.002784040309324651 	 0.002784040309324651
262	 0 	 H2 	 H2 	 1.2399494982775367e-05 	 1.2399494982775367e-05
262	 13 	 O3 	 O3 	 0.01758722253207621 	 0.01758722253207621
262	 12 	 HN 	 NH 	 0.0017708632421547077 	 0.0017708632421547077
263	 15 	 CH3 	 CH3 	 0.0001910354495779964 	 0.0001910354495779964
263	 17 	 H2O 	 OH2 	 1.6629060456028808e-06 	 1.6629060456028808e-06
263	 11 	 NO2 	 NO2 	 0.01704664394003306 	 0.01704664394003306
263	 8 	 HLi 	 LiH 	 1.801515955790311e-05 	 1.801515955790311e-05
263	 3 	 CHN 	 CNH 	 0.0019547406639376774 	 0.0019547406639376774
263	 25 	 Li 	 Li 	 4.3455873907272566e-05 	 4.3455873907272566e-05
263	 22 	 CH4O 	 CH4O 	 0.00030453234468805007 	 0.00030453234468805007
263	 12 	 HN 	 NH 	 0.0017724326522834347 	 0.0017724326522834347
263	 21 	 HN2O 	 HON2 	 0.006980789365207349 	 0.006980789365207349
263	 1 	 N2 	 N2 	 0.00021154942324200845 	 0.00021154942324200845
263	 0 	 H2 	 H2 	 1.1838931662032001e-05 	 1.1838931662032001e-05
263	 16 	 CH2 	 CH2 	 0.0048025852754703885 	 0.0048025852754703885
263	 2 	 FLi 	 LiF 	 0.0060747691224016746 	 0.0060747691224016746
263	 24 	 C 	 C 	 1.3196900154206645e-05 	 1.3196900154206645e-05
263	 5 	 F2 	 F2 	 0.0003789578569082969 	 0.0003789578569082969
263	 23 	 HF2 	 HF2 	 0.0027840432708883963 	 0.0027840432708883963
